Transaction_ID,Date,Department,Cost_Category,Budgeted_Revenue,Actual_Revenue,Budgeted_Cost,Actual_Cost
FIN-10520,14/04/2024,Marketing,Software Licenses,"$84,610.00","$86,987.00","$19,101.00","$20,835.00"
FIN-10521,27/04/2024,Sales,Payroll,"$96,619.00","$87,107.00","$21,777.00","$23,061.00"
FIN-10522,21/01/2025,Marketing,Payroll,"$78,669.00","$79,435.00","$12,282.00","$12,844.00"
FIN-10523,22/12/2024,Operations,Advertising,$0.00,$0.00,"$22,336.00","$21,550.00"
FIN-10524,05/10/2024,Sales,Advertising,"$60,516.00","$64,010.00","$45,426.00","$41,941.00"
FIN-10525,13/03/2024,Operations,Advertising,$0.00,$0.00,"$46,027.00","$44,548.00"
FIN-10526,26/03/2025,Engineering,Office Supplies,$0.00,$0.00,"$49,758.00","$56,117.00"
FIN-10527,23/01/2024,Engineering,Software Licenses,$0.00,$0.00,"$59,146.00","$63,896.00"
FIN-10528,03/09/2025,HR,Payroll,$0.00,$0.00,"$52,903.00","$53,557.00"
FIN-10529,15/03/2025,HR,Travel & Entertainment,$0.00,$0.00,"$26,390.00","$24,879.00"
FIN-10530,21/07/2025,Sales,Payroll,"$134,526.00","$120,580.00","$58,796.00","$62,039.00"
FIN-10531,22/02/2025,Engineering,Cloud Infrastructure,$0.00,$0.00,"$38,797.00","$41,854.00"
FIN-10532,29/07/2025,Operations,Software Licenses,$0.00,$0.00,"$21,951.00","$21,190.00"
FIN-10533,22/07/2024,Sales,Office Supplies,"$55,744.00","$49,732.00","$49,748.00","$48,183.00"
FIN-10534,09/12/2024,Engineering,Cloud Infrastructure,$0.00,$0.00,"$14,652.00","$14,875.00"
FIN-10535,03/06/2024,Engineering,Cloud Infrastructure,$0.00,$0.00,"$35,833.00","$36,500.00"
FIN-10536,18/09/2024,Engineering,Travel & Entertainment,$0.00,$0.00,"$12,169.00","$11,376.00"
FIN-10537,18/06/2024,HR,Travel & Entertainment,$0.00,$0.00,"$41,778.00","$48,734.00"
FIN-10538,19/07/2024,Sales,Travel & Entertainment,"$111,516.00","$115,091.00","$24,973.00","$25,393.00"
FIN-10539,18/04/2024,HR,Travel & Entertainment,$0.00,$0.00,"$13,236.00","$13,809.00"
FIN-10540,04/11/2025,Operations,Advertising,$0.00,$0.00,"$31,300.00","$35,997.00"
FIN-10541,07/07/2025,Marketing,Travel & Entertainment,"$106,882.00","$96,530.00","$10,340.00","$10,368.00"
FIN-10542,16/06/2025,HR,Cloud Infrastructure,$0.00,$0.00,"$10,358.00","$11,015.00"
FIN-10543,19/01/2025,HR,Travel & Entertainment,$0.00,$0.00,"$47,772.00","$51,969.00"
FIN-10544,18/05/2024,HR,Cloud Infrastructure,$0.00,$0.00,"$49,420.00","$59,212.00"
FIN-10545,13/04/2024,Sales,Software Licenses,"$134,754.00","$122,679.00","$58,980.00","$55,700.00"
FIN-10546,31/05/2025,Sales,Travel & Entertainment,"$142,021.00","$130,421.00","$48,975.00","$52,790.00"
FIN-10547,23/09/2024,Operations,Office Supplies,$0.00,$0.00,"$20,485.00","$19,239.00"
FIN-10548,29/01/2025,HR,Travel & Entertainment,$0.00,$0.00,"$35,552.00","$39,257.00"
FIN-10549,11/07/2025,Marketing,Office Supplies,"$63,893.00","$57,161.00","$47,529.00","$56,763.00"
FIN-10550,04/08/2025,Marketing,Office Supplies,"$122,805.00","$123,631.00","$23,527.00","$24,288.00"
FIN-10551,13/05/2025,Marketing,Payroll,"$80,386.00","$89,898.00","$13,802.00","$14,109.00"
FIN-10552,17/11/2025,HR,Travel & Entertainment,$0.00,$0.00,"$29,503.00","$35,369.00"
FIN-10553,25/04/2024,Operations,Payroll,$0.00,$0.00,"$12,384.00","$14,292.00"
FIN-10554,26/05/2024,Engineering,Cloud Infrastructure,$0.00,$0.00,"$56,092.00","$66,831.00"
FIN-10555,13/10/2024,Marketing,Advertising,"$86,188.00","$74,049.00","$46,674.00","$51,703.00"
FIN-10556,15/11/2024,Operations,Office Supplies,$0.00,$0.00,"$49,105.00","$49,106.00"
FIN-10557,30/06/2025,Sales,Advertising,"$106,622.00","$122,312.00","$20,503.00","$24,570.00"
FIN-10558,02/05/2025,Engineering,Payroll,$0.00,$0.00,"$13,363.00","$15,370.00"
FIN-10559,01/01/2024,Operations,Travel & Entertainment,$0.00,$0.00,"$52,727.00","$62,277.00"
FIN-10560,06/07/2024,Sales,Payroll,"$70,131.00","$74,339.00","$25,038.00","$23,199.00"
FIN-10561,21/09/2024,Marketing,Advertising,"$98,511.00","$104,049.00","$44,782.00","$41,190.00"
FIN-10562,20/12/2024,Engineering,Advertising,$0.00,$0.00,"$42,955.00","$46,095.00"
FIN-10563,16/10/2024,Operations,Travel & Entertainment,$0.00,$0.00,"$28,514.00","$30,132.00"
FIN-10564,11/06/2025,Marketing,Payroll,"$109,766.00","$121,030.00","$50,591.00","$52,790.00"
FIN-10565,17/11/2024,Marketing,Software Licenses,"$96,092.00","$100,902.00","$40,622.00","$39,391.00"
FIN-10566,21/10/2024,Engineering,Advertising,$0.00,$0.00,"$14,727.00","$15,044.00"
FIN-10567,27/01/2024,Operations,Travel & Entertainment,$0.00,$0.00,"$38,454.00","$37,216.00"
FIN-10568,20/08/2024,Operations,Travel & Entertainment,$0.00,$0.00,"$44,324.00","$42,745.00"
FIN-10569,08/11/2024,Sales,Advertising,"$80,750.00","$90,165.00","$17,190.00","$19,941.00"
FIN-10570,14/03/2024,Marketing,Office Supplies,"$51,589.00","$44,961.00","$10,159.00","$10,747.00"
FIN-10571,26/06/2024,HR,Advertising,$0.00,$0.00,"$51,971.00","$51,501.00"
FIN-10572,22/01/2024,HR,Travel & Entertainment,$0.00,$0.00,"$15,590.00","$17,401.00"
FIN-10573,12/01/2024,Marketing,Software Licenses,"$123,463.00","$128,261.00","$56,154.00","$55,113.00"
FIN-10574,14/07/2025,Sales,Payroll,"$139,081.00","$150,889.00","$13,167.00","$14,194.00"
FIN-10575,27/07/2024,Marketing,Payroll,"$85,205.00","$78,733.00","$15,276.00","$18,014.00"
FIN-10576,24/09/2025,Sales,Cloud Infrastructure,"$82,402.00","$84,008.00","$15,793.00","$15,698.00"
FIN-10577,03/09/2025,Marketing,Cloud Infrastructure,"$93,148.00","$90,979.00","$51,157.00","$51,832.00"
FIN-10578,21/11/2025,Operations,Payroll,$0.00,$0.00,"$42,441.00","$38,735.00"
FIN-10579,23/09/2025,Marketing,Travel & Entertainment,"$62,180.00","$69,184.00","$39,796.00","$47,349.00"
FIN-10580,06/06/2025,Sales,Office Supplies,"$104,040.00","$97,736.00","$22,820.00","$23,792.00"
FIN-10581,13/10/2025,Operations,Software Licenses,$0.00,$0.00,"$55,968.00","$56,416.00"
FIN-10582,30/10/2024,HR,Payroll,$0.00,$0.00,"$11,378.00","$11,802.00"
FIN-10583,19/10/2025,Engineering,Office Supplies,$0.00,$0.00,"$19,083.00","$22,092.00"
FIN-10584,13/01/2024,Marketing,Travel & Entertainment,"$74,972.00","$73,078.00","$25,233.00","$24,314.00"
FIN-10585,24/11/2024,Engineering,Advertising,$0.00,$0.00,"$44,773.00","$43,193.00"
FIN-10586,12/09/2025,Operations,Travel & Entertainment,$0.00,$0.00,"$30,360.00","$28,568.00"
FIN-10587,19/09/2024,HR,Software Licenses,$0.00,$0.00,"$33,554.00","$33,375.00"
FIN-10588,28/05/2024,HR,Advertising,$0.00,$0.00,"$18,547.00","$17,167.00"
FIN-10589,22/08/2024,Engineering,Travel & Entertainment,$0.00,$0.00,"$17,480.00","$20,049.00"
FIN-10590,23/02/2024,Marketing,Travel & Entertainment,"$112,507.00","$99,001.00","$54,617.00","$49,396.00"
FIN-10591,07/11/2025,Marketing,Advertising,"$58,016.00","$51,478.00","$41,881.00","$38,087.00"
FIN-10592,21/01/2025,Sales,Office Supplies,"$86,021.00","$79,999.00","$22,828.00","$23,723.00"
FIN-10593,12/01/2025,HR,Software Licenses,$0.00,$0.00,"$36,853.00","$41,595.00"
FIN-10594,28/04/2024,HR,Payroll,$0.00,$0.00,"$53,111.00","$49,895.00"
FIN-10595,16/05/2025,Operations,Software Licenses,$0.00,$0.00,"$15,818.00","$16,051.00"
FIN-10596,04/11/2025,Operations,Advertising,$0.00,$0.00,"$38,038.00","$34,434.00"
FIN-10597,15/05/2025,Sales,Payroll,"$105,350.00","$105,917.00","$30,093.00","$32,235.00"
FIN-10598,08/07/2025,Operations,Office Supplies,$0.00,$0.00,"$30,936.00","$32,918.00"
FIN-10599,12/08/2024,Sales,Travel & Entertainment,"$112,522.00","$105,869.00","$34,770.00","$38,700.00"
FIN-10600,05/06/2024,Marketing,Software Licenses,"$81,131.00","$80,483.00","$48,011.00","$50,034.00"
FIN-10601,05/08/2024,HR,Software Licenses,$0.00,$0.00,"$31,607.00","$37,385.00"
FIN-10602,06/10/2025,HR,Software Licenses,$0.00,$0.00,"$59,429.00","$60,005.00"
FIN-10603,24/07/2025,Marketing,Office Supplies,"$110,614.00","$98,694.00","$42,793.00","$49,389.00"
FIN-10604,21/05/2025,Operations,Cloud Infrastructure,$0.00,$0.00,"$32,794.00","$39,172.00"
FIN-10605,31/03/2025,HR,Office Supplies,$0.00,$0.00,"$18,682.00","$21,352.00"
FIN-10606,17/11/2025,HR,Advertising,$0.00,$0.00,"$42,983.00","$48,033.00"
FIN-10607,22/07/2025,Sales,Advertising,"$86,081.00","$90,990.00","$26,241.00","$23,678.00"
FIN-10608,26/12/2024,Engineering,Advertising,$0.00,$0.00,"$44,464.00","$52,795.00"
FIN-10609,15/01/2024,Operations,Software Licenses,$0.00,$0.00,"$49,188.00","$58,469.00"
FIN-10610,24/01/2025,Marketing,Advertising,"$81,433.00","$73,622.00","$54,254.00","$49,543.00"
FIN-10611,01/06/2025,Operations,Office Supplies,$0.00,$0.00,"$10,492.00","$9,600.00"
FIN-10612,09/06/2024,Sales,Cloud Infrastructure,"$142,492.00","$143,656.00","$23,979.00","$26,322.00"
FIN-10613,11/11/2025,HR,Cloud Infrastructure,$0.00,$0.00,"$35,851.00","$42,965.00"
FIN-10614,29/11/2025,Marketing,Advertising,"$139,080.00","$127,360.00","$51,316.00","$52,911.00"
FIN-10615,19/01/2024,Marketing,Software Licenses,"$108,627.00","$119,361.00","$35,372.00","$41,469.00"
FIN-10616,19/12/2024,Sales,Cloud Infrastructure,"$64,122.00","$64,534.00","$15,366.00","$15,640.00"
FIN-10617,27/12/2024,HR,Advertising,$0.00,$0.00,"$33,360.00","$34,610.00"
FIN-10618,15/08/2025,Engineering,Office Supplies,$0.00,$0.00,"$38,247.00","$43,183.00"
FIN-10619,02/04/2024,HR,Payroll,$0.00,$0.00,"$28,852.00","$26,045.00"
FIN-10620,04/09/2025,HR,Office Supplies,$0.00,$0.00,"$46,777.00","$53,392.00"
FIN-10621,18/06/2024,HR,Software Licenses,$0.00,$0.00,"$30,022.00","$33,584.00"
FIN-10622,25/08/2025,Operations,Cloud Infrastructure,$0.00,$0.00,"$53,896.00","$55,018.00"
FIN-10623,14/10/2025,Operations,Software Licenses,$0.00,$0.00,"$12,787.00","$12,616.00"
FIN-10624,03/09/2024,Engineering,Software Licenses,$0.00,$0.00,"$12,176.00","$11,122.00"
FIN-10625,27/08/2025,Sales,Cloud Infrastructure,"$59,171.00","$51,905.00","$52,589.00","$61,819.00"
FIN-10626,16/09/2025,Engineering,Software Licenses,$0.00,$0.00,"$29,149.00","$31,673.00"
FIN-10627,15/11/2025,HR,Travel & Entertainment,$0.00,$0.00,"$20,195.00","$21,652.00"
FIN-10628,22/03/2024,HR,Payroll,$0.00,$0.00,"$25,417.00","$29,565.00"
FIN-10629,07/02/2025,HR,Software Licenses,$0.00,$0.00,"$22,602.00","$21,839.00"
FIN-10630,14/04/2024,Operations,Software Licenses,$0.00,$0.00,"$35,792.00","$34,094.00"
FIN-10631,19/12/2024,Operations,Payroll,$0.00,$0.00,"$29,164.00","$30,021.00"
FIN-10632,12/09/2024,Engineering,Cloud Infrastructure,$0.00,$0.00,"$59,812.00","$63,102.00"
FIN-10633,08/10/2024,Engineering,Cloud Infrastructure,$0.00,$0.00,"$11,132.00","$11,197.00"
FIN-10634,29/10/2024,Marketing,Travel & Entertainment,"$111,844.00","$120,672.00","$53,798.00","$56,105.00"
FIN-10635,02/02/2025,Marketing,Office Supplies,"$70,700.00","$65,510.00","$52,351.00","$52,323.00"
FIN-10636,06/09/2025,HR,Advertising,$0.00,$0.00,"$38,152.00","$38,507.00"
FIN-10637,27/09/2024,Engineering,Travel & Entertainment,$0.00,$0.00,"$56,976.00","$58,276.00"
FIN-10638,06/10/2024,Engineering,Travel & Entertainment,$0.00,$0.00,"$25,523.00","$28,281.00"
FIN-10639,19/06/2025,Marketing,Office Supplies,"$111,250.00","$111,772.00","$37,056.00","$39,343.00"
FIN-10640,04/09/2024,HR,Travel & Entertainment,$0.00,$0.00,"$26,964.00","$27,437.00"
FIN-10641,29/06/2024,Sales,Payroll,"$82,252.00","$80,193.00","$24,901.00","$25,116.00"
FIN-10642,11/10/2025,Operations,Travel & Entertainment,$0.00,$0.00,"$48,402.00","$56,379.00"
FIN-10643,07/12/2024,HR,Office Supplies,$0.00,$0.00,"$55,899.00","$54,070.00"
FIN-10644,25/05/2025,HR,Payroll,$0.00,$0.00,"$36,564.00","$41,233.00"
FIN-10645,01/11/2024,Operations,Payroll,$0.00,$0.00,"$35,711.00","$40,890.00"
FIN-10646,24/07/2024,Sales,Advertising,"$136,511.00","$152,971.00","$40,581.00","$41,462.00"
FIN-10647,11/06/2025,Operations,Advertising,$0.00,$0.00,"$12,708.00","$12,007.00"
FIN-10648,28/09/2024,Engineering,Software Licenses,$0.00,$0.00,"$13,273.00","$12,028.00"
FIN-10649,10/06/2024,Sales,Payroll,"$102,874.00","$106,837.00","$53,733.00","$52,636.00"
FIN-10650,13/07/2025,HR,Payroll,$0.00,$0.00,"$21,156.00","$22,595.00"
FIN-10651,09/07/2024,Sales,Cloud Infrastructure,"$127,603.00","$145,687.00","$39,566.00","$45,431.00"
FIN-10652,13/04/2024,Engineering,Advertising,$0.00,$0.00,"$29,456.00","$27,588.00"
FIN-10653,12/01/2025,Operations,Advertising,$0.00,$0.00,"$46,432.00","$42,218.00"
FIN-10654,11/11/2025,Operations,Payroll,$0.00,$0.00,"$31,644.00","$30,505.00"
FIN-10655,05/12/2024,HR,Travel & Entertainment,$0.00,$0.00,"$11,538.00","$10,795.00"
FIN-10656,14/07/2025,HR,Travel & Entertainment,$0.00,$0.00,"$44,998.00","$47,913.00"
FIN-10657,18/04/2025,HR,Office Supplies,$0.00,$0.00,"$16,033.00","$14,506.00"
FIN-10658,12/02/2024,HR,Cloud Infrastructure,$0.00,$0.00,"$28,919.00","$32,946.00"
FIN-10659,26/09/2024,Marketing,Travel & Entertainment,"$95,814.00","$88,196.00","$37,962.00","$39,872.00"
FIN-10660,16/06/2024,Engineering,Travel & Entertainment,$0.00,$0.00,"$28,624.00","$28,413.00"
FIN-10661,01/12/2024,Operations,Advertising,$0.00,$0.00,"$23,794.00","$28,213.00"
FIN-10662,14/08/2025,Engineering,Cloud Infrastructure,$0.00,$0.00,"$11,481.00","$13,118.00"
FIN-10663,04/04/2024,HR,Office Supplies,$0.00,$0.00,"$37,798.00","$37,607.00"
FIN-10664,22/01/2024,Engineering,Payroll,$0.00,$0.00,"$30,452.00","$28,054.00"
FIN-10665,24/07/2024,Engineering,Software Licenses,$0.00,$0.00,"$34,335.00","$41,015.00"
FIN-10666,27/06/2024,Marketing,Office Supplies,"$87,327.00","$78,493.00","$50,928.00","$54,220.00"
FIN-10667,05/05/2024,Operations,Cloud Infrastructure,$0.00,$0.00,"$36,500.00","$36,714.00"
FIN-10668,04/02/2025,Sales,Travel & Entertainment,"$60,808.00","$67,703.00","$33,620.00","$30,947.00"
FIN-10669,28/02/2024,Sales,Advertising,"$131,938.00","$138,965.00","$36,049.00","$34,665.00"
FIN-10670,09/11/2025,HR,Payroll,$0.00,$0.00,"$56,220.00","$63,835.00"
FIN-10671,25/01/2025,Engineering,Advertising,$0.00,$0.00,"$47,623.00","$57,009.00"
FIN-10672,03/12/2024,Marketing,Payroll,"$144,776.00","$123,558.00","$48,556.00","$57,933.00"
FIN-10673,17/11/2024,Marketing,Travel & Entertainment,"$112,875.00","$109,610.00","$11,988.00","$11,471.00"
FIN-10674,12/04/2025,Sales,Payroll,"$137,728.00","$133,497.00","$49,930.00","$54,006.00"
FIN-10675,07/04/2024,Sales,Cloud Infrastructure,"$91,167.00","$94,741.00","$20,825.00","$23,051.00"
FIN-10676,02/06/2024,Engineering,Cloud Infrastructure,$0.00,$0.00,"$39,340.00","$46,329.00"
FIN-10677,20/01/2024,Engineering,Payroll,$0.00,$0.00,"$56,005.00","$62,094.00"
FIN-10678,06/02/2025,HR,Cloud Infrastructure,$0.00,$0.00,"$36,990.00","$39,431.00"
FIN-10679,04/11/2024,Marketing,Advertising,"$131,730.00","$126,721.00","$11,306.00","$12,468.00"
FIN-10680,25/04/2025,Sales,Cloud Infrastructure,"$86,963.00","$80,428.00","$28,689.00","$33,274.00"
FIN-10681,05/03/2024,Engineering,Software Licenses,$0.00,$0.00,"$24,296.00","$22,994.00"
FIN-10682,19/03/2024,Engineering,Advertising,$0.00,$0.00,"$12,994.00","$15,136.00"
FIN-10683,04/09/2024,HR,Software Licenses,$0.00,$0.00,"$28,845.00","$31,845.00"
FIN-10684,10/10/2024,Sales,Payroll,"$92,051.00","$104,098.00","$10,082.00","$11,970.00"
FIN-10685,23/02/2025,Sales,Travel & Entertainment,"$52,093.00","$47,225.00","$34,351.00","$33,128.00"
FIN-10686,14/06/2024,Sales,Software Licenses,"$132,289.00","$141,925.00","$22,977.00","$21,317.00"
FIN-10687,21/05/2025,Operations,Payroll,$0.00,$0.00,"$39,038.00","$38,164.00"
FIN-10688,27/08/2025,Engineering,Payroll,$0.00,$0.00,"$34,473.00","$41,328.00"
FIN-10689,12/02/2024,Sales,Payroll,"$125,945.00","$133,534.00","$38,327.00","$42,013.00"
FIN-10690,30/05/2024,HR,Payroll,$0.00,$0.00,"$32,520.00","$29,422.00"
FIN-10691,25/10/2024,Marketing,Cloud Infrastructure,"$123,788.00","$120,994.00","$27,568.00","$30,376.00"
FIN-10692,03/12/2024,Marketing,Software Licenses,"$76,149.00","$73,482.00","$15,283.00","$18,031.00"
FIN-10693,11/08/2025,Engineering,Software Licenses,$0.00,$0.00,"$10,869.00","$12,204.00"
FIN-10694,25/08/2025,Engineering,Advertising,$0.00,$0.00,"$26,873.00","$27,632.00"
FIN-10695,23/05/2025,Engineering,Payroll,$0.00,$0.00,"$26,678.00","$26,161.00"
FIN-10696,24/11/2025,Operations,Payroll,$0.00,$0.00,"$28,257.00","$32,106.00"
FIN-10697,20/03/2025,Marketing,Cloud Infrastructure,"$113,610.00","$120,612.00","$28,425.00","$29,841.00"
FIN-10698,17/09/2025,HR,Cloud Infrastructure,$0.00,$0.00,"$15,668.00","$17,786.00"
FIN-10699,13/06/2025,Marketing,Advertising,"$60,751.00","$59,728.00","$17,352.00","$16,663.00"
FIN-10700,01/08/2024,Operations,Cloud Infrastructure,$0.00,$0.00,"$39,493.00","$35,879.00"
FIN-10701,25/07/2024,Sales,Cloud Infrastructure,"$63,261.00","$53,989.00","$51,080.00","$49,959.00"
FIN-10702,07/02/2024,Operations,Travel & Entertainment,$0.00,$0.00,"$59,796.00","$67,925.00"
FIN-10703,21/01/2024,Marketing,Cloud Infrastructure,"$85,436.00","$93,804.00","$25,954.00","$24,218.00"
FIN-10704,09/03/2024,Sales,Office Supplies,"$52,187.00","$48,272.00","$36,935.00","$39,373.00"
FIN-10705,26/10/2025,Operations,Travel & Entertainment,$0.00,$0.00,"$36,489.00","$41,910.00"
FIN-10706,01/06/2024,Operations,Advertising,$0.00,$0.00,"$12,591.00","$14,388.00"
FIN-10707,23/01/2025,HR,Advertising,$0.00,$0.00,"$48,889.00","$49,478.00"
FIN-10708,09/11/2024,Sales,Payroll,"$50,136.00","$43,783.00","$28,978.00","$29,113.00"
FIN-10709,28/02/2025,Operations,Software Licenses,$0.00,$0.00,"$42,854.00","$49,340.00"
FIN-10710,15/04/2025,Engineering,Advertising,$0.00,$0.00,"$16,968.00","$15,338.00"
FIN-10711,01/04/2025,Operations,Travel & Entertainment,$0.00,$0.00,"$38,246.00","$36,478.00"
FIN-10712,11/07/2025,HR,Travel & Entertainment,$0.00,$0.00,"$15,520.00","$17,416.00"
FIN-10713,19/08/2025,Marketing,Travel & Entertainment,"$91,605.00","$99,559.00","$23,917.00","$22,683.00"
FIN-10714,15/10/2024,Sales,Advertising,"$80,954.00","$86,598.00","$51,458.00","$50,040.00"
FIN-10715,11/10/2025,HR,Cloud Infrastructure,$0.00,$0.00,"$53,939.00","$50,461.00"
FIN-10716,21/08/2024,HR,Cloud Infrastructure,$0.00,$0.00,"$36,829.00","$34,990.00"
FIN-10717,12/07/2025,Engineering,Advertising,$0.00,$0.00,"$54,942.00","$61,799.00"
FIN-10718,25/10/2025,Engineering,Travel & Entertainment,$0.00,$0.00,"$18,328.00","$18,781.00"
FIN-10719,25/04/2025,Engineering,Cloud Infrastructure,$0.00,$0.00,"$24,665.00","$25,246.00"
FIN-10720,24/03/2025,Operations,Software Licenses,$0.00,$0.00,"$40,049.00","$40,993.00"
FIN-10721,02/04/2024,Operations,Payroll,$0.00,$0.00,"$38,916.00","$36,392.00"
FIN-10722,21/10/2024,Marketing,Payroll,"$111,510.00","$98,606.00","$25,810.00","$24,811.00"
FIN-10723,12/04/2024,Operations,Payroll,$0.00,$0.00,"$46,413.00","$52,809.00"
FIN-10724,20/06/2025,Engineering,Travel & Entertainment,$0.00,$0.00,"$42,130.00","$45,003.00"
FIN-10725,20/09/2025,Engineering,Software Licenses,$0.00,$0.00,"$40,075.00","$46,666.00"
FIN-10726,29/10/2025,Sales,Payroll,"$83,272.00","$92,619.00","$37,048.00","$38,734.00"
FIN-10727,21/09/2025,Sales,Advertising,"$61,676.00","$55,818.00","$47,825.00","$48,847.00"
FIN-10728,18/05/2024,Operations,Advertising,$0.00,$0.00,"$47,405.00","$51,876.00"
FIN-10729,19/10/2025,Engineering,Software Licenses,$0.00,$0.00,"$21,999.00","$20,076.00"
FIN-10730,01/06/2025,HR,Payroll,$0.00,$0.00,"$48,759.00","$58,043.00"
FIN-10731,25/04/2024,Sales,Payroll,"$87,548.00","$86,247.00","$16,476.00","$18,801.00"
FIN-10732,30/11/2024,HR,Travel & Entertainment,$0.00,$0.00,"$43,402.00","$39,619.00"
FIN-10733,18/11/2024,Engineering,Cloud Infrastructure,$0.00,$0.00,"$56,773.00","$63,515.00"
FIN-10734,09/02/2024,Engineering,Advertising,$0.00,$0.00,"$32,010.00","$32,357.00"
FIN-10735,01/05/2024,Engineering,Cloud Infrastructure,$0.00,$0.00,"$13,306.00","$15,294.00"
FIN-10736,12/09/2024,Sales,Payroll,"$64,683.00","$67,244.00","$27,889.00","$31,565.00"
FIN-10737,17/02/2024,Sales,Office Supplies,"$71,639.00","$70,050.00","$44,660.00","$47,175.00"
FIN-10738,24/04/2025,Marketing,Office Supplies,"$70,176.00","$59,957.00","$34,255.00","$38,159.00"
FIN-10739,24/07/2025,HR,Payroll,$0.00,$0.00,"$45,710.00","$53,349.00"
FIN-10740,17/03/2025,Sales,Cloud Infrastructure,"$131,471.00","$142,289.00","$10,489.00","$11,261.00"
FIN-10741,14/04/2025,Marketing,Office Supplies,"$109,049.00","$106,267.00","$49,178.00","$48,257.00"
FIN-10742,03/06/2025,Engineering,Payroll,$0.00,$0.00,"$50,172.00","$48,389.00"
FIN-10743,28/08/2025,HR,Software Licenses,$0.00,$0.00,"$53,307.00","$59,902.00"
FIN-10744,01/12/2024,Sales,Software Licenses,"$134,481.00","$119,700.00","$59,522.00","$68,244.00"
FIN-10745,19/10/2025,Sales,Advertising,"$78,453.00","$79,235.00","$22,226.00","$24,246.00"
FIN-10746,08/05/2024,Operations,Office Supplies,$0.00,$0.00,"$54,948.00","$60,903.00"
FIN-10747,08/08/2025,Operations,Office Supplies,$0.00,$0.00,"$34,031.00","$38,395.00"
FIN-10748,05/12/2024,Marketing,Travel & Entertainment,"$72,867.00","$69,989.00","$25,899.00","$24,996.00"
FIN-10749,07/11/2025,Operations,Travel & Entertainment,$0.00,$0.00,"$35,183.00","$34,233.00"
FIN-10750,31/05/2025,HR,Advertising,$0.00,$0.00,"$43,457.00","$49,329.00"
FIN-10751,04/08/2024,Engineering,Travel & Entertainment,$0.00,$0.00,"$22,742.00","$27,264.00"
FIN-10752,17/08/2024,Marketing,Software Licenses,"$131,159.00","$121,283.00","$31,372.00","$28,867.00"
FIN-10753,18/11/2025,Engineering,Office Supplies,$0.00,$0.00,"$19,867.00","$19,827.00"
FIN-10754,31/03/2024,Operations,Software Licenses,$0.00,$0.00,"$47,228.00","$49,105.00"
FIN-10755,16/12/2024,Operations,Travel & Entertainment,$0.00,$0.00,"$45,618.00","$41,363.00"
FIN-10756,29/11/2025,Operations,Cloud Infrastructure,$0.00,$0.00,"$35,525.00","$38,006.00"
FIN-10757,22/05/2025,Operations,Cloud Infrastructure,$0.00,$0.00,"$57,701.00","$52,179.00"
FIN-10758,06/04/2025,Marketing,Payroll,"$67,375.00","$63,513.00","$40,926.00","$43,115.00"
FIN-10759,17/03/2025,Engineering,Cloud Infrastructure,$0.00,$0.00,"$56,287.00","$57,662.00"
FIN-10760,04/05/2024,Marketing,Cloud Infrastructure,"$126,312.00","$109,992.00","$15,660.00","$17,649.00"
FIN-10761,13/11/2025,Marketing,Software Licenses,"$83,340.00","$80,570.00","$48,163.00","$51,575.00"
FIN-10762,12/10/2025,Marketing,Office Supplies,"$118,798.00","$108,520.00","$54,594.00","$56,391.00"
FIN-10763,15/07/2025,HR,Advertising,$0.00,$0.00,"$15,232.00","$15,816.00"
FIN-10764,08/11/2025,Sales,Advertising,"$64,026.00","$72,654.00","$40,908.00","$45,098.00"
FIN-10765,20/07/2025,Marketing,Cloud Infrastructure,"$141,051.00","$141,066.00","$10,570.00","$11,723.00"
FIN-10766,30/06/2024,Marketing,Advertising,"$125,602.00","$134,939.00","$16,982.00","$18,337.00"
FIN-10767,16/10/2025,HR,Advertising,$0.00,$0.00,"$19,941.00","$21,414.00"
FIN-10768,02/04/2024,Marketing,Office Supplies,"$54,529.00","$59,094.00","$18,566.00","$17,664.00"
FIN-10769,25/07/2024,HR,Advertising,$0.00,$0.00,"$14,627.00","$17,380.00"
FIN-10770,04/10/2025,HR,Software Licenses,$0.00,$0.00,"$15,213.00","$17,715.00"
FIN-10771,13/03/2025,Marketing,Cloud Infrastructure,"$74,519.00","$65,462.00","$21,413.00","$23,785.00"
FIN-10772,29/01/2024,Marketing,Advertising,"$148,000.00","$152,744.00","$39,299.00","$38,272.00"
FIN-10773,02/06/2025,Operations,Cloud Infrastructure,$0.00,$0.00,"$11,262.00","$12,444.00"
FIN-10774,03/06/2024,Operations,Payroll,$0.00,$0.00,"$38,850.00","$35,314.00"
FIN-10775,21/08/2024,Sales,Payroll,"$106,583.00","$120,676.00","$19,076.00","$17,525.00"
FIN-10776,02/10/2024,HR,Travel & Entertainment,$0.00,$0.00,"$15,750.00","$16,045.00"
FIN-10777,04/03/2024,Marketing,Advertising,"$141,036.00","$123,481.00","$44,314.00","$50,377.00"
FIN-10778,11/03/2024,HR,Software Licenses,$0.00,$0.00,"$56,881.00","$59,297.00"
FIN-10779,19/02/2024,Marketing,Office Supplies,"$95,838.00","$85,696.00","$46,738.00","$55,879.00"
FIN-10780,06/08/2025,HR,Cloud Infrastructure,$0.00,$0.00,"$34,685.00","$37,778.00"
FIN-10781,02/04/2024,HR,Software Licenses,$0.00,$0.00,"$46,902.00","$47,355.00"
